loc,comment_lines,blank_lines,cyclomatic_complexity,halstead_volume,halstead_difficulty,maintainability_index,num_methods,num_classes,coupling,cohesion,inheritance_depth,num_children,weighted_methods_per_class,response_for_class,lack_of_cohesion,code_churn,num_commits,num_authors,file_age_days,num_revisions,num_bugs_historical,num_bug_fixes,test_coverage,comment_ratio,duplicate_code_ratio,fan_in,fan_out,num_dependencies,defect,complexity_per_loc,bug_density,churn_per_commit
60,13,10,8,1067.7611871479257,4.87227343010011,45.70022149073675,8,4,1,0.5751534844121103,5,1,12,14,0.5663174941489126,48,16,2,104,24,0,1,48.588805882864946,0.08799405235117691,0.044581726166371044,2,7,4,0,0.13114754098360656,0.0,2.823529411764706
183,24,2,3,1011.7241323163887,5.742124278022401,68.50144467082447,7,3,3,0.7072516635606949,2,0,14,16,0.44687597387881084,59,28,2,186,9,4,1,63.06030984462064,0.3016204057948866,0.05491831254388523,5,1,7,0,0.016304347826086956,21.73913043478261,2.0344827586206895
171,24,4,33,185.72000998113998,6.639900054873467,76.87430725551067,21,3,4,0.7765804317215292,1,4,14,13,0.2819604949807344,49,21,3,361,12,4,1,53.83774877212095,0.13793598399791618,0.2752712750874172,5,4,6,1,0.19186046511627908,23.25581395348837,2.227272727272727
88,15,4,3,146.6977087170402,6.711800226518167,80.79498183299711,18,6,4,0.6801959062586334,1,0,17,17,0.3301257453674781,49,25,1,742,22,3,1,81.41904234932123,0.2622245366827359,0.02427415658888346,0,4,5,0,0.033707865168539325,33.70786516853933,1.8846153846153846
77,81,18,3,1442.5587342126364,13.041841042357573,77.90920050439128,10,2,3,0.5013898381208167,2,0,11,12,0.19730008128124282,46,19,2,60,14,1,2,80.33313150152232,0.10146026584342718,0.04400551667027447,1,3,4,0,0.038461538461538464,12.82051282051282,2.3
261,32,1,31,15989.525973385169,7.575594552691089,68.02951294046487,9,2,7,0.6560548818067928,1,1,19,17,0.1668446361243838,50,19,1,90,16,4,6,57.83106191621804,0.4318603806160101,0.03238994182760363,4,3,8,1,0.1183206106870229,15.267175572519083,2.5
662,12,9,4,1983.0237066275583,5.242766672641363,93.29877985869854,11,6,4,0.5652309425854604,5,1,13,7,0.41794314523733295,52,25,3,17,15,3,3,61.879981261230235,0.37721151827925936,0.005661473663586132,4,3,6,0,0.006033182503770739,4.524886877828055,2.0
132,31,9,6,1210.2847984579137,10.409024776835198,56.52853874881622,5,5,5,0.32674413170613165,2,2,14,18,0.6050216790507661,43,20,5,13,11,3,2,44.70178398228307,0.2590244873891465,0.2680518705144287,2,6,5,0,0.045112781954887216,22.55639097744361,2.0476190476190474
130,9,5,4,1692.0819740919842,3.776980109294234,49.438830963770606,8,4,7,0.8690501591942735,5,4,19,13,0.6032160062492462,46,13,5,43,12,2,1,54.98291401840516,0.4543576304793845,0.06409184592313022,2,4,6,0,0.030534351145038167,15.267175572519083,3.2857142857142856
350,12,12,3,1848.984753620265,8.073496648836059,52.00932349942672,11,5,8,0.7496038026554636,4,3,11,9,0.35356728730575615,49,27,4,501,19,0,4,35.122799819656834,0.20342326578824532,0.00455844736183027,6,7,2,0,0.008547008547008548,0.0,1.75
82,23,6,3,1166.4416052743697,9.061255283105107,69.21603909101671,16,2,0,0.510008119864065,0,2,10,11,0.05922836956522871,41,17,2,35,19,0,1,57.46377025112511,0.16133171860979104,0.13675672299716277,1,4,5,0,0.03614457831325301,0.0,2.2777777777777777
36,19,5,4,203.87621458780475,3.5549160278977783,93.88065358419479,8,4,3,0.6820588183724995,0,0,13,8,0.3041858869973017,55,23,4,98,17,2,0,69.74416229958969,0.18815967337759534,0.009087141170027962,1,3,7,0,0.10810810810810811,54.054054054054056,2.2916666666666665
40,9,9,6,138.09358076876728,8.528675749343744,33.537396363594716,10,2,6,0.9114834481769517,4,0,17,16,0.08159139360460009,53,23,5,18,14,0,2,57.27573436749827,0.23981182864803402,0.3613303226897881,2,2,4,0,0.14634146341463414,0.0,2.2083333333333335
92,11,2,2,1949.387303968665,10.307284882711931,100.0,12,4,4,0.5268002639401017,2,0,9,15,0.25007317141543417,51,25,4,155,12,1,2,46.885405974601866,0.43982436666110675,0.02060016345359794,1,2,4,0,0.021505376344086023,10.752688172043012,1.9615384615384615
105,22,16,10,363.73004178665207,15.329385520163072,92.01823515011945,7,2,1,0.6189488483972992,0,5,16,18,0.5073048019282859,57,18,2,144,18,3,2,54.26108730176836,0.11165437247126613,0.04714127659592939,3,0,4,1,0.09433962264150944,28.30188679245283,3.0
20,28,6,9,758.4676561173968,10.774256623745513,83.3828974272678,8,4,8,0.2874171700987913,2,1,14,11,0.415311883363647,44,20,5,222,15,2,0,38.68508273975301,0.24882692001044032,0.18395351903365448,3,3,5,0,0.42857142857142855,95.23809523809523,2.0952380952380953
169,28,20,9,845.423350221004,3.819821526877536,68.64786803329356,17,5,7,0.5948886846529752,2,4,13,13,0.3737704562471774,45,18,2,13,21,4,1,66.71646599373446,0.45152656452170886,0.09191613610048989,2,5,5,0,0.052941176470588235,23.52941176470588,2.3684210526315788
176,25,5,1,3533.574489772752,9.08175939858959,56.228508623856925,10,4,7,0.8417997606071435,0,1,8,15,0.2848655005965476,58,21,5,229,9,2,3,26.075446027193866,0.21774441670150255,0.1324452311049805,11,5,8,0,0.005649717514124294,11.299435028248588,2.6363636363636362
53,6,3,3,966.102060094683,2.9256656971928328,43.3840840104427,9,3,4,0.5775134968257151,1,1,14,12,0.4917802228585469,48,20,1,1298,13,1,1,36.25079281785225,0.1551570624621729,0.0035858713365622876,7,6,6,0,0.05555555555555555,18.51851851851852,2.2857142857142856
157,50,2,6,1425.7914446129787,11.28606886793854,73.0670597330411,9,4,9,0.588982236712818,1,1,20,7,0.3099198289270435,53,24,2,156,8,0,1,73.04393822121064,0.22994713516029577,0.003573891979130811,2,5,8,0,0.0379746835443038,0.0,2.12
2260,8,1,5,848.3300023028585,7.313621075626718,66.4227060211382,6,5,2,0.6101558829087778,3,0,17,9,0.44973843471910757,64,20,3,243,17,2,1,48.320356635278976,0.12365568551784616,0.04096688572645128,4,5,2,1,0.0022114108801415304,0.8845643520566122,3.0476190476190474
94,12,11,9,7582.180922411644,8.33675392462475,46.05464477873819,6,3,3,0.3185787889863028,1,1,13,11,0.09128066432956365,49,32,2,113,17,3,1,84.48203930162421,0.4497575053147629,0.4469839662085706,4,2,6,0,0.09473684210526316,31.578947368421055,1.4848484848484849
33,22,3,2,912.3994203638525,5.2729653503782385,67.2787300971263,19,1,6,0.9208270339002027,1,2,11,12,0.1541509480034483,45,16,3,567,16,2,0,40.104080417696814,0.651895824124084,0.10154468139766312,2,3,6,0,0.058823529411764705,58.8235294117647,2.6470588235294117
56,17,19,1,2298.7966523167684,10.837826799973975,30.405382890693666,9,2,6,0.8909416115706221,0,1,8,11,0.5123398246444032,52,15,3,141,21,1,2,56.980891222181015,0.4585213999091693,0.16479507904525464,3,5,5,0,0.017543859649122806,17.543859649122805,3.25
60,81,13,8,109.49054738590202,11.89066627260036,63.630824787257254,12,1,5,0.8844951719266849,2,0,9,12,0.13067335133633207,42,19,1,25,7,6,0,61.96684461859964,0.6448108008471397,0.030898671895075062,2,6,2,0,0.13114754098360656,98.36065573770492,2.1
63,7,3,4,179.5941333834243,8.901294106421313,41.87944005525095,14,3,4,0.9186274779922634,0,0,13,13,0.26245799535111025,46,19,2,481,15,0,0,63.10214524665507,0.498070430699813,0.018781706180609994,5,4,3,0,0.0625,0.0,2.3
74,11,39,17,15591.732221858163,4.749388367947183,44.21866656157198,2,3,7,0.6467091192265012,3,0,20,14,0.20052875101251366,46,17,1,128,20,1,2,49.422924770219296,0.3159946719941756,0.027722082244711486,2,3,2,1,0.22666666666666666,13.333333333333334,2.5555555555555554
116,40,4,8,1332.2824269053046,12.912857085665147,67.1646950163226,11,3,2,0.867679318624913,1,2,10,20,0.5696109783115987,56,17,5,519,22,1,1,41.08697171141596,0.27451476251731816,0.04194277202351788,2,4,4,0,0.06837606837606838,8.547008547008549,3.111111111111111
47,8,6,11,8466.13962191359,5.10165657185509,50.5235292754423,15,2,7,0.7895623194240043,3,1,16,14,0.09227602126232556,53,19,2,520,17,2,2,35.94938910386869,0.09283824735518018,0.028396373830120433,2,1,7,0,0.22916666666666666,41.666666666666664,2.65
191,33,4,10,3268.3833341404547,11.476237545592516,58.69059441337096,7,2,3,0.8176010336505652,0,0,20,15,0.25249488740036774,53,13,3,372,16,1,2,70.7655450727269,0.20547220665068,0.0015146141922976915,1,7,4,0,0.052083333333333336,5.208333333333333,3.7857142857142856
125,121,19,9,1855.4030398387897,5.449771743433249,85.86000129894849,9,7,5,0.6025499267285421,1,2,18,13,0.3973122131156747,50,17,3,285,21,3,2,66.39585659472327,0.2095944019180972,0.06977833697929314,4,9,5,1,0.07142857142857142,23.809523809523807,2.7777777777777777
173,8,8,10,2680.622400573903,5.659500351640394,76.81944299114011,8,5,2,0.7822557304222806,1,0,12,11,0.4904738717625458,52,15,2,117,20,0,1,71.51693928710424,0.10037504400633213,0.01639216788495204,6,2,4,0,0.05747126436781609,0.0,3.25
21,15,22,3,1682.0089745498474,9.038263576356103,53.47942222570771,12,5,2,0.8189001355959479,1,4,7,11,0.4908608948244065,53,17,3,226,14,0,2,78.03664653870722,0.34890784724456175,0.025784014323157863,5,4,5,0,0.13636363636363635,0.0,2.9444444444444446
462,5,2,8,1457.0744081232451,10.988433443875783,62.19684291222473,18,1,7,0.7621747117884573,3,1,11,8,0.453186366624397,44,24,6,124,19,4,2,85.30154295368901,0.4416415577467186,0.15641955025403417,6,1,5,1,0.017278617710583154,8.639308855291578,1.76
1074,13,1,5,1590.1312913878598,3.173307893384702,57.22072596897573,18,2,5,0.6725141890995268,1,0,12,11,0.28027735697473444,56,18,3,163,13,2,0,57.160392749919474,0.3312004273547173,0.1717529507147806,3,4,4,1,0.004651162790697674,1.86046511627907,2.9473684210526314
149,9,14,3,6721.899314482322,24.931884157384978,84.95655396483359,9,2,5,0.829107675766619,1,1,8,10,0.10487810013797177,36,23,3,964,22,5,0,91.08386824801711,0.30005464134862164,0.05213622298793857,2,4,6,0,0.02,33.333333333333336,1.5
117,8,3,2,635.5765334174059,14.654354084520527,16.092084186199507,8,5,4,0.4914381117307296,5,2,14,18,0.11045287540089971,44,23,4,31,14,0,6,67.7264059374788,0.338058589666223,0.12547720624861802,1,1,7,0,0.01694915254237288,0.0,1.8333333333333333
119,2,12,1,1720.883167259478,6.850166256674157,75.27713835584792,12,3,9,0.6808582817163271,1,1,15,13,0.035137828366503664,47,26,1,54,17,3,2,68.85333185348146,0.12622047922410198,0.2012218203236057,5,7,11,0,0.008333333333333333,25.0,1.7407407407407407
627,2,6,26,658.0353943790109,13.914829165824225,99.83294729789596,9,2,6,0.64663416175358,3,0,16,16,0.08736354551754726,52,22,6,6,15,1,2,52.436955848329845,0.2197057921818531,0.00809970740406472,1,5,8,1,0.041401273885350316,1.5923566878980893,2.260869565217391
21,25,15,5,588.3987141705975,12.566442186302405,64.95044078018157,12,2,6,0.8773901662272264,0,0,16,14,0.47954838468527655,47,30,2,699,14,0,1,58.28347194314589,0.4657337007395388,0.07810873724206226,4,0,4,0,0.22727272727272727,0.0,1.5161290322580645
579,2,2,6,241.9813298881898,4.016133438399939,57.3125895632864,6,6,8,0.7585630959489691,2,1,14,12,0.5298599048829341,63,19,2,43,14,0,3,65.53083598752829,0.03079642432935754,0.007272031769437498,5,6,3,0,0.010344827586206896,0.0,3.15
46,18,11,8,13195.534895651059,13.013077618258198,56.85787626009493,9,6,2,0.8692177057025042,3,1,11,15,0.20702677574834755,40,18,4,2,14,0,1,44.1579893656169,0.209131040385065,0.062337715440522905,3,1,9,0,0.1702127659574468,0.0,2.1052631578947367
787,16,3,15,313.8291807529376,12.58437955075818,89.82499920455305,12,1,8,0.7199983202299504,1,0,12,17,0.34804066819506857,30,15,6,209,19,2,2,39.01738958762322,0.27403203179382524,0.00954203531898784,3,5,5,1,0.01903553299492386,2.5380710659898473,1.875
242,16,9,5,392.1646658982385,8.92502412965602,74.80665472073171,5,3,5,0.8051596350349146,2,0,13,9,0.23661452939046862,49,17,2,2,21,3,2,89.53615908783345,0.3800926292280424,0.01551995193760323,2,3,7,0,0.0205761316872428,12.345679012345679,2.7222222222222223
152,34,9,1,2210.178098960975,6.708912431276758,89.31820247932696,9,4,6,0.692950260209211,6,1,14,18,0.18096716033904017,36,22,3,49,23,2,6,73.84532300581847,0.04579013410267979,0.0183173567185665,0,3,5,0,0.006535947712418301,13.071895424836601,1.565217391304348
50,41,8,3,158.30497749092314,9.497854441112192,45.30073482352794,7,2,8,0.6251063322752136,1,1,18,12,0.2623652682984047,50,22,2,162,10,1,2,66.4555626547957,0.43631144945003447,0.021945718435727825,2,2,7,0,0.058823529411764705,19.607843137254903,2.1739130434782608
16,5,7,3,1874.3908582335725,8.16473292328662,70.86624103532549,3,4,5,0.8311743785539715,4,0,19,11,0.13172656141632655,42,13,2,253,23,1,3,61.97422578089851,0.2335772569362141,0.028066725407767366,1,4,7,0,0.17647058823529413,58.8235294117647,3.0
20,37,2,8,140.7383337284983,5.229487575945298,83.4067087219196,8,1,4,0.5538610314175626,5,0,17,16,0.3126869768934252,38,17,4,47,18,1,0,66.08037707649792,0.18786659392194602,0.08959723639867209,3,5,3,0,0.38095238095238093,47.61904761904761,2.111111111111111
72,37,9,17,929.4885409320709,4.148670664691374,46.819353546315774,2,3,6,0.7563051586729707,3,0,13,13,0.30277837208427993,63,27,3,39,13,2,2,57.0221875247176,0.32799311278830734,0.1436957569597318,4,7,5,0,0.2328767123287671,27.397260273972602,2.25
471,170,16,4,570.3171280703494,8.219805444541624,57.0701556638781,12,2,3,0.8630742135619475,3,1,13,8,0.27185953746672153,51,20,2,168,18,0,0,76.4601193578837,0.4397975494891037,0.07986198398962882,6,4,2,0,0.00847457627118644,0.0,2.4285714285714284
68,16,4,10,189.57438998575398,6.596345127658051,71.30458169349241,9,4,7,0.6993358817965288,2,0,25,13,0.5148946285972782,42,27,3,42,22,1,4,64.12957101866161,0.3083558067720987,0.042708703568400716,4,7,1,1,0.14492753623188406,14.492753623188406,1.5
18,32,4,7,3082.580464238347,6.648461590900663,64.62897848262034,8,3,4,0.822300101182551,1,1,12,12,0.3416172361304023,62,21,3,1026,22,2,1,39.7023001276287,0.16484333858157296,0.025152681087732554,1,5,5,1,0.3684210526315789,105.26315789473684,2.8181818181818183
106,46,7,8,579.5355869564024,6.623162504269772,62.8940458587578,7,4,6,0.5203038943864923,0,1,24,10,0.44324076019745917,50,23,2,746,14,2,2,73.29649488112997,0.23845671297491874,0.05925003052023053,6,4,4,0,0.07476635514018691,18.69158878504673,2.0833333333333335
71,26,2,7,902.0770436662343,12.895577298301752,76.75122225742105,9,5,8,0.5974821461544928,5,1,10,11,0.4229624661737189,60,21,5,32,21,1,2,68.77360504646147,0.4679188645757203,0.0685982027932283,3,3,3,0,0.09722222222222222,13.888888888888888,2.727272727272727
143,92,4,10,1188.459405106531,5.754458514566169,46.43565052610788,12,5,4,0.4210678965773832,1,0,15,9,0.4337448421422181,57,21,2,81,22,1,1,92.90030982689309,0.5524173089204081,0.014434001010633517,0,6,4,0,0.06944444444444445,6.944444444444444,2.590909090909091
63,77,3,8,1677.8865072780357,6.547653542441702,37.93450992038848,12,4,5,0.6848878747546633,2,1,15,18,0.09389724067450045,45,18,2,709,9,3,3,81.98492161531367,0.3298134751353055,0.13708884271657404,6,3,2,0,0.125,46.875,2.3684210526315788
39,21,5,5,525.1922212605788,15.545578188701922,73.51868366704099,17,4,9,0.6923978721705815,2,0,10,12,0.30025133434225815,36,20,1,828,19,1,1,57.41245771131811,0.42682095101652345,0.0011013474401958528,3,5,3,0,0.125,25.0,1.7142857142857142
75,30,27,8,1432.02245219364,12.352158659382711,32.64542396390122,8,1,8,0.7322253585841673,1,1,18,16,0.3596056943959169,55,22,2,159,5,1,3,52.9284147801073,0.4896641714438993,0.11543828663522267,2,4,3,1,0.10526315789473684,13.157894736842104,2.391304347826087
63,56,8,15,1962.8732749676262,7.420738010424812,60.26223437257773,7,5,2,0.875031450627844,1,0,14,19,0.13220490196437124,49,24,1,437,18,1,4,48.13008844442697,0.2173051495873766,0.28427912638503783,1,4,2,0,0.234375,15.625,1.96
516,26,6,1,1764.6407847182268,2.8303760639740507,42.920449784383365,11,3,5,0.6438025205335041,1,2,22,17,0.25553232774578666,58,24,2,59,11,0,1,29.006718567115037,0.08235189204336633,0.03749810680641518,5,5,3,0,0.0019342359767891683,0.0,2.32
186,20,2,9,5567.885716460739,13.79450766053722,37.260225558491285,11,6,7,0.4717764863476407,5,2,11,15,0.02521493907529684,43,12,2,20,13,1,1,77.2263987671295,0.31614987270135325,0.032590478334991034,2,4,5,0,0.0481283422459893,5.347593582887701,3.3076923076923075
277,7,4,6,849.2315682680721,8.141051200010674,59.246078747728426,6,1,6,0.9508091909093679,4,1,18,9,0.1786258497339098,51,19,4,319,17,1,3,41.45393904633223,0.14986822221061538,0.02363045133598027,2,6,2,0,0.02158273381294964,3.5971223021582737,2.55
75,5,5,13,604.7494735922024,8.729474134665086,37.66126175435459,7,5,8,0.6588271854676838,1,1,11,17,0.3103283761847087,53,25,5,55,15,5,1,37.788980869298136,0.23297439924437852,0.2505255792194149,3,5,4,0,0.17105263157894737,65.78947368421052,2.0384615384615383
120,13,8,8,354.4811465932618,5.3648301843490716,86.30016932373678,10,4,4,0.8813751379623256,1,1,13,8,0.21202696219553105,72,21,3,46,17,3,1,33.24517362556663,0.27114528788548053,0.13827186397545735,2,4,5,1,0.06611570247933884,24.793388429752067,3.272727272727273
51,6,7,7,392.8618473813742,6.36647740443527,78.30866906699151,11,1,6,0.6453114604699353,1,1,12,12,0.22422871692015334,53,27,4,128,9,0,0,51.439235263447195,0.40570922243449853,0.03928414515585335,3,2,5,0,0.1346153846153846,0.0,1.8928571428571428
232,55,1,17,1898.651709606329,11.595416945476288,50.001937124510796,9,7,6,0.8919498562855596,1,2,13,13,0.664296694971111,42,26,1,124,7,1,1,80.35060028855453,0.15025054676470756,0.04783742595771759,2,2,8,0,0.07296137339055794,4.291845493562231,1.5555555555555556
58,18,1,6,2048.112323490159,10.185506606772204,62.762631444215884,8,2,6,0.6790279695011497,1,1,19,15,0.3503209702024498,49,19,7,19,21,3,1,40.103814769715214,0.03358947023036139,0.22088951209627963,3,4,10,0,0.1016949152542373,50.84745762711865,2.45
123,4,4,9,3713.0834484740562,11.772529678408123,70.39682768585794,10,6,6,0.8436232643826946,2,0,14,19,0.5478115067005404,38,20,6,242,20,3,4,50.104345598374756,0.34327766616560085,0.019285265339957613,0,5,6,0,0.07258064516129033,24.193548387096772,1.8095238095238095
66,13,5,5,1504.1938306871066,6.717107969059591,71.83605200646136,20,5,1,0.9119331212369335,2,1,12,13,0.07304989389501883,52,15,2,136,16,2,1,77.74441657022598,0.18076553228594336,0.02055238574575364,2,8,4,0,0.07462686567164178,29.850746268656717,3.25
205,9,4,5,1409.80910005406,12.86052667149215,55.366271635883635,7,2,1,0.5492045455016971,2,4,9,15,0.43148879321321243,44,22,4,135,14,1,3,48.318696483004764,0.19553269494895273,0.1831318582923948,3,4,5,0,0.024271844660194174,4.854368932038835,1.9130434782608696
397,51,5,5,938.4147693498026,6.125647642959941,60.70728331025891,16,3,5,0.959336847663147,4,1,20,6,0.4481224592199716,48,20,4,121,23,5,1,88.1891960961925,0.4060105652588831,0.12858199646851484,4,3,5,0,0.01256281407035176,12.56281407035176,2.2857142857142856
107,26,3,17,8209.284455390982,3.8189091422173256,5.003605898608878,9,6,5,0.9264292580392914,4,1,10,13,0.29248793627405456,55,22,3,52,20,2,2,54.39189562463079,0.37211046385112934,0.04413863223422266,3,7,1,0,0.1574074074074074,18.51851851851852,2.391304347826087
334,56,4,3,783.4152383609503,2.8743963098791463,91.45805239058112,7,3,4,0.7368177064772934,2,1,15,12,0.26192702627284153,39,27,3,434,13,3,2,47.022887059200244,0.35655796182073163,0.0769128652735797,4,5,6,0,0.008955223880597015,8.955223880597016,1.3928571428571428
188,16,7,2,928.9145439256761,5.6663821989225704,89.70292665265742,10,1,3,0.9198920572441271,7,2,10,12,0.39579991226170536,47,21,2,1,12,2,4,33.80525315961541,0.3424831983814759,0.31316063506166314,2,6,7,0,0.010582010582010581,10.582010582010582,2.1363636363636362
234,44,7,11,685.1645268525126,4.928591885085869,82.80032932272348,13,4,6,0.840493103753835,3,1,12,11,0.3432457918208164,53,18,2,585,18,3,2,76.962031985597,0.10906969481134564,0.018974943032925833,2,5,4,0,0.04680851063829787,12.76595744680851,2.789473684210526
294,39,37,1,2655.343939186455,7.1041761661412,55.83580501584496,9,5,2,0.6405535366183086,3,2,11,12,0.3730254279907051,52,22,5,70,20,3,4,65.69216908367082,0.15655995758310004,0.028574938354090234,4,6,6,0,0.003389830508474576,10.169491525423728,2.260869565217391
147,30,1,8,520.3360058338528,7.415077219886361,77.75114732289612,8,6,2,0.8583136568305054,1,2,22,12,0.32424764252119764,45,30,2,440,25,5,2,48.406107566275566,0.3579809447238205,0.24908662770836137,2,6,1,1,0.05405405405405406,33.78378378378378,1.4516129032258065
125,17,10,9,549.4700207274873,3.786520637352903,63.48526483711898,6,4,4,0.6706025561253056,3,1,14,6,0.13560523249123005,57,22,3,349,14,0,0,70.24519137719757,0.21317818698668325,0.1702451903892345,5,3,3,0,0.07142857142857142,0.0,2.4782608695652173
26,43,2,2,1107.7336188399636,9.918997565483593,69.96134331125845,7,2,13,0.8557910917861038,2,1,18,12,0.2863507373662472,50,25,5,309,19,0,0,70.49084232654612,0.3091130553963241,0.17204136424272237,3,8,5,0,0.07407407407407407,0.0,1.9230769230769231
55,1,7,16,166.66927855379117,20.38110157972644,50.22766803997926,9,4,2,0.8073549690179016,5,1,12,21,0.3975021377451564,56,24,2,229,20,2,2,44.16714969224695,0.4852366977424242,0.00387705149678751,0,4,5,0,0.2857142857142857,35.714285714285715,2.24
148,29,26,4,703.3052379720576,7.193639810720998,66.67690361910556,16,5,5,0.8023365349337267,3,0,18,12,0.30742196503082186,42,27,7,375,14,5,1,81.65801305332056,0.1696936352322271,0.13264524358298777,2,4,12,0,0.026845637583892617,33.557046979865774,1.5
1126,2,14,11,274.2950303789625,4.133129918202554,48.63633991504069,10,6,6,0.9124486414173187,2,0,11,11,0.6416872559884019,45,14,1,67,15,3,3,59.84637910473975,0.464243532568553,0.06155871180338228,5,2,5,1,0.009760425909494233,2.6619343389529724,3.0
228,9,7,3,1001.668050134794,4.924902459917899,80.66195339148136,5,2,7,0.45181400133431837,1,1,13,12,0.17416466303941175,44,26,1,86,12,1,1,57.20587751097855,0.4864242905304112,0.046869662084455053,4,4,2,0,0.013100436681222707,4.366812227074235,1.6296296296296295
64,21,4,3,750.8381608957151,9.84939779621096,43.45843611644171,10,6,2,0.8160520592359867,3,0,17,17,0.11541365859927219,53,20,3,388,14,4,1,48.50027414519989,0.5824919181170329,0.059099921958100377,3,5,6,0,0.046153846153846156,61.53846153846154,2.5238095238095237
228,14,15,3,994.7931791698693,7.342839259634728,39.519743160794654,13,4,5,0.678615453419812,0,0,24,12,0.4809904338935976,60,18,4,209,17,5,2,62.77547836218842,0.34964733120991065,0.12647523810642863,3,2,4,0,0.013100436681222707,21.83406113537118,3.1578947368421053
613,3,11,15,2219.5422529792527,5.94092610323605,91.77495142700025,12,2,5,0.6226595761035096,3,1,16,12,0.036508568151226564,34,21,3,22,16,4,3,58.56218103955767,0.40804432793148604,0.012502619376244289,5,2,5,0,0.024429967426710098,6.514657980456026,1.5454545454545454
68,13,43,5,789.491531189859,10.99306753691237,39.21002460398958,12,4,1,0.8819592946497357,0,2,16,12,0.34542402815750384,52,22,1,190,18,1,2,43.61401038908303,0.32110053757507007,0.06067165135959814,2,2,9,0,0.07246376811594203,14.492753623188406,2.260869565217391
277,10,3,4,311.14425461981654,5.17374870863767,32.23512722918442,8,6,5,0.7790698133906709,1,0,20,12,0.4757337323609826,61,25,2,52,14,3,4,83.03396701186493,0.2186996485156861,0.1608517717547506,3,3,5,0,0.014388489208633094,10.79136690647482,2.3461538461538463
263,103,13,13,2971.864225870742,11.032502689547693,45.2719904372689,11,4,5,0.8283480811897042,2,1,11,11,0.21776777047324478,48,22,3,261,20,1,1,90.96530141036739,0.379762009033752,0.09950942597408292,2,2,4,0,0.04924242424242424,3.787878787878788,2.0869565217391304
65,14,8,14,4355.608434976112,20.87274062892961,84.19046516635058,12,4,8,0.7563421638314751,0,0,18,8,0.19425723535191683,45,23,3,87,18,3,0,55.80156547810818,0.2606659197447981,0.012630927442487488,6,3,3,1,0.21212121212121213,45.45454545454545,1.875
85,65,12,11,923.0251717101605,8.017747401894907,68.69478587078473,10,4,2,0.6946323337398151,2,2,11,13,0.2194862792801208,44,25,2,26,12,0,1,46.23937673820227,0.23491518163040248,0.016796660664426664,4,4,2,0,0.12790697674418605,0.0,1.6923076923076923
35,68,53,20,1783.7461238434644,6.112145818935897,66.03709260631791,7,1,10,0.8372802054081027,0,0,12,9,0.15054085743028345,55,20,4,207,23,3,0,44.4076224658163,0.04345994585746536,0.18590543048151617,2,5,10,0,0.5555555555555556,83.33333333333333,2.619047619047619
252,29,3,3,2039.7715647321227,9.724481099044711,65.5156407898192,15,3,5,0.6999011930778751,2,1,15,13,0.12863491437393793,64,21,3,60,14,6,1,71.04718453069223,0.3827975084363477,0.12930619404047577,2,5,7,0,0.011857707509881422,23.715415019762844,2.909090909090909
422,27,11,36,598.8225112128154,8.292378701789112,54.52836785225715,3,3,3,0.9246807153738809,1,0,13,14,0.2055255837633482,46,17,2,72,14,1,1,49.89561289763532,0.2735674767647139,0.12967504114757417,3,7,9,1,0.0851063829787234,2.3640661938534278,2.5555555555555554
95,3,10,23,250.2997197283772,12.80073145803571,41.34734587492345,14,3,5,0.7468404224649616,0,2,12,9,0.20939340476213425,46,19,4,66,14,1,1,77.90750145369381,0.08130707071361906,0.1100997474496316,5,2,7,0,0.23958333333333334,10.416666666666666,2.3
301,8,2,12,6110.36763913665,18.8541094153326,48.436770633098085,11,4,6,0.8587194634323122,4,2,8,8,0.09336120740940843,63,17,3,5,15,3,1,78.03967609185867,0.3661475466082832,0.016593530539577246,4,5,9,0,0.039735099337748346,9.933774834437086,3.5
152,8,20,5,975.2727545231197,6.512691994024802,52.76586754243327,12,4,3,0.6078055765285406,2,1,20,13,0.32315984302696804,54,20,2,401,14,1,3,70.35991889071263,0.6839574747109618,0.03717816808952415,3,3,7,0,0.032679738562091505,6.5359477124183005,2.5714285714285716
142,8,20,4,625.8443883566046,10.189956152587541,80.97555135679504,11,7,12,0.9553511315166295,1,1,14,10,0.3672904675747847,57,18,3,43,13,3,3,78.42979775022411,0.23761397223118844,0.18808092614541738,4,4,7,0,0.027972027972027972,20.97902097902098,3.0
93,28,7,2,1591.2635972039673,9.030199849901487,75.34313178612854,9,5,5,0.9575387342046806,3,1,20,14,0.44092956030799146,47,30,3,1,19,4,2,68.09561844479997,0.2630310319461313,0.13286887595574515,1,3,4,0,0.02127659574468085,42.5531914893617,1.5161290322580645
108,1,17,3,360.80507569209186,5.770300948224639,72.95761478241212,9,1,7,0.9358956791521732,4,1,16,15,0.3367177283854108,54,25,3,127,15,2,3,63.75511180716653,0.3360726996114542,0.13708049360697305,0,3,3,0,0.027522935779816515,18.34862385321101,2.076923076923077
101,70,9,5,1049.8687121547964,7.478818348003502,69.38303531442654,10,3,5,0.946844226821366,3,0,17,14,0.2344415134814224,37,21,5,384,19,0,0,60.92552068922097,0.19915756630714496,0.005212318140070754,2,5,4,0,0.049019607843137254,0.0,1.6818181818181819
